,질문,소견
10,"충치도 없고 이를 직접적으로 두들겨도 아프지 않은데 점프를 한다거나, 머리에 충격이 가면 어금니가 아파와요","충치가 없음에도 어금니가 충격 시 아프다면 다양한 원인이 있을 수 있어요. 

1. 치아 균열: 치아에 미세한 균열이 있을 경우, 충격이 가해질 때 통증이 발생할 수 있습니다. 이는 눈에 보이지 않는 경우가 많아 전문가의 진단이 필요합니다.

2. 치주 질환: 잇몸이나 치주 조직에 문제가 있을 경우, 치아에 충격이 가해질 때 통증이 유발될 수 있습니다.

3. 치아 마모 또는 이갈이: 치아가 과도하게 마모되었거나 이갈이로 인해 치아가 약해진 경우에도 충격에 민감해질 수 있습니다.

4. 지각 과민증: 치아의 상아질이 노출되어 있거나, 지각 과민증이 있는 경우에도 충격에 의해 통증이 발생할 수 있습니다.

5. 신경 문제: 때때로 신경계 문제로 인해 특정 자극에 대한 과민 반응으로 통증이 유발될 수 있습니다.

이러한 증상이 지속된다면 치과 전문의의 정확한 진단을 받는 것이 중요합니다. 치과에서는 X-레이 촬영, 균열 검사, 치주 검사 등을 통해 정확한 원인을 파악하고 적절한 치료를 제공할 수 있습니다. 이빨이 직접적으로 두들겨도 아프지 않은데 점프를 한다거나, 머리에 충격이 가면 어금니가 아파와요라는 말씀을 보면, 신경에 문제가 있을 가능성도 있어보여요. 이런 경우에는 치과에 내원하셔서 신경 등에 이상이 있는 것은 아닌지, 잇몸 등에 문제가 있는 것은 아닌지 재진료를 받아보셔야 할 것으로 보여요."
11,"추간판탈출증수술후 왼쫀발마비가왔습니다 수술한병원에서는 아무이상 없다고 하고 다른병원을가려하니 수술한병원에서진료하라고 거부 어느병원을가나 받아주지 않는상태입니다
비골신경마비와 배변장애
척병원에서 수술했구요
다른 2차병원 3차병원 다 진료거부 하고있어 난감합니다 어디로 가야하는지요","수술 후 발생한 발 마비 증상은 매우 심각한 문제이며, 적절한 진료와 치료가 필요합니다. 수술을 집도한 병원에서 이상이 없다고 하더라도, 증상이 지속되는 경우에는 다른 병원의 전문가의 의견을 듣는 것이 중요합니다.

만약 여러 병원에서 진료를 거부하고 있다면, 다음과 같은 방법을 시도해 볼 수 있습니다:

1. 대학병원 또는 상급 종합병원 방문: 대학병원이나 상급 종합병원은 다양한 전문가들이 있으며, 복잡하거나 어려운 케이스에 대한 진료 경험이 풍부합니다. 이러한 병원들은 일반적으로 환자를 거부하지 않으며, 전문적인 진단과 치료를 제공할 수 있습니다.

2. 신경외과 또는 재활의학과 전문의 상담: 신경외과나 재활의학과 전문의는 추간판 탈출증 수술 후 발생할 수 있는 합병증에 대해 평가하고 치료 계획을 세울 수 있습니다.

3. 환자단체 또는 법률 상담: 진료 거부는 환자의 권리를 침해할 수 있으므로, 환자단체에 상담을 요청하거나 법률적인 조언을 구하는 것도 하나의 방법입니다.

4. 건강보험심사평가원에 문의: 건강보험심사평가원에 문의하여 진료 거부에 대한 상담을 받거나, 적절한 병원을 추천받을 수도 있습니다.

5. 의료분쟁조정중재원에 문의: 의료 사고나 분쟁이 의심되는 경우, 의료분쟁조정중재원에 문의하여 조정이나 중재를 요청할 수 있습니다.

이러한 상황에서 가장 중요한 것은 적절한 진료를 받아 증상을 관리하고, 필요한 경우 추가적인 치료를 받는 것입니다. 가능한 빨리 대학병원이나 상급 종합병원의 신경외과나 재활의학과를 방문하여 상황을 설명하고 진료를 받으시길 권장드립니다."
12,"추간판탈출증수술후 왼쫀발마비가왔습니다 수술한병원에서는 아무이상 없다고 하고 다른병원을가려하니 수술한병원에서진료하라고 거부 어느병원을가나 받아주지 않는상태입니다
비골신경마비와 배변장애
척병원에서 수술했구요
다른 2차병원 3차병원 다 진료거부 하고있어 난감합니다 어디로 가야하는지요","수술 후 발생한 발 마비 증상은 매우 심각한 문제이며, 적절한 진료와 치료가 필요합니다. 수술을 집도한 병원에서 이상이 없다고 하더라도, 증상이 지속되는 경우에는 다른 병원의 전문가의 의견을 듣는 것이 중요합니다.

만약 여러 병원에서 진료를 거부하고 있다면, 다음과 같은 방법을 시도해 볼 수 있습니다:

1. 대학병원 또는 상급 종합병원 방문: 대학병원이나 상급 종합병원은 다양한 전문가들이 있으며, 복잡하거나 어려운 케이스에 대한 진료 경험이 풍부합니다. 이러한 병원들은 일반적으로 환자를 거부하지 않으며, 전문적인 진단과 치료를 제공할 수 있습니다.

2. 신경외과 또는 재활의학과 전문의 상담: 신경외과나 재활의학과 전문의는 추간판 탈출증 수술 후 발생할 수 있는 합병증에 대해 평가하고 치료 계획을 세울 수 있습니다.

3. 환자단체 또는 법률 상담: 진료 거부는 환자의 권리를 침해할 수 있으므로, 환자단체에 상담을 요청하거나 법률적인 조언을 구하는 것도 하나의 방법입니다.

4. 건강보험심사평가원에 문의: 건강보험심사평가원에 문의하여 진료 거부에 대한 상담을 받거나, 적절한 병원을 추천받을 수도 있습니다.

5. 의료분쟁조정중재원에 문의: 의료 사고나 분쟁이 의심되는 경우, 의료분쟁조정중재원에 문의하여 조정이나 중재를 요청할 수 있습니다.

이러한 상황에서 가장 중요한 것은 적절한 진료를 받아 증상을 관리하고, 필요한 경우 추가적인 치료를 받는 것입니다. 가능한 빨리 대학병원이나 상급 종합병원의 신경외과나 재활의학과를 방문하여 상황을 설명하고 진료를 받으시길 권장드립니다."
13,"추간판탈출증수술후 왼쫀발마비가왔습니다 수술한병원에서는 아무이상 없다고 하고 다른병원을가려하니 수술한병원에서진료하라고 거부 어느병원을가나 받아주지 않는상태입니다
비골신경마비와 배변장애
척병원에서 수술했구요
다른 2차병원 3차병원 다 진료거부 하고있어 난감합니다 어디로 가야하는지요","수술 후 발생한 발 마비 증상은 매우 심각한 문제이며, 적절한 진료와 치료가 필요합니다. 수술을 집도한 병원에서 이상이 없다고 하더라도, 증상이 지속되는 경우에는 다른 병원의 전문가의 의견을 듣는 것이 중요합니다.

만약 여러 병원에서 진료를 거부하고 있다면, 다음과 같은 방법을 시도해 볼 수 있습니다:

1. 대학병원 또는 상급 종합병원 방문: 대학병원이나 상급 종합병원은 다양한 전문가들이 있으며, 복잡하거나 어려운 케이스에 대한 진료 경험이 풍부합니다. 이러한 병원들은 일반적으로 환자를 거부하지 않으며, 전문적인 진단과 치료를 제공할 수 있습니다.

2. 신경외과 또는 재활의학과 전문의 상담: 신경외과나 재활의학과 전문의는 추간판 탈출증 수술 후 발생할 수 있는 합병증에 대해 평가하고 치료 계획을 세울 수 있습니다.

3. 환자단체 또는 법률 상담: 진료 거부는 환자의 권리를 침해할 수 있으므로, 환자단체에 상담을 요청하거나 법률적인 조언을 구하는 것도 하나의 방법입니다.

4. 건강보험심사평가원에 문의: 건강보험심사평가원에 문의하여 진료 거부에 대한 상담을 받거나, 적절한 병원을 추천받을 수도 있습니다.

5. 의료분쟁조정중재원에 문의: 의료 사고나 분쟁이 의심되는 경우, 의료분쟁조정중재원에 문의하여 조정이나 중재를 요청할 수 있습니다.

이러한 상황에서 가장 중요한 것은 적절한 진료를 받아 증상을 관리하고, 필요한 경우 추가적인 치료를 받는 것입니다. 가능한 빨리 대학병원이나 상급 종합병원의 신경외과나 재활의학과를 방문하여 상황을 설명하고 진료를 받으시길 권장드립니다."
14,"독감  코로나 같이  
걸릴수있나요  
요즘독감 
제가 작년11월에맞아는데  
지금예방이 될까요  올해 11월에또맞울에정입니다  ","네, 독감과 코로나19는 동시에 감염될 수 있습니다. 이를 '플루로나(Flurona)'라고 부르기도 하는데요, 두 바이러스는 서로 다른 종류의 바이러스이기 때문에, 한 가지에 대한 면역이 다른 바이러스에 대한 면역을 제공하지 않습니다.

작년 11월에 독감 예방접종을 받으셨다면, 그 효과는 대략 6개월 정도 지속될 것으로 예상됩니다. 그러나 독감의 경우 매년 유행하는 바이러스가 변화하기 때문에 매년 접종을 권장하는데요, 올해 11월에 다시 독감 예방접종을 받으실 예정이라면, 그것이 좋은 방법입니다. 독감 바이러스의 유행 시기에 맞춰 매년 접종을 받는 것이 예방에 도움이 됩니다.

또한, 코로나 2가 백신은 오미크론 변이에 대한 항체를 만들어 추가적인 예방 효과가 있다고 해요. 마지막 접종 후 3개월이 지났다면 접종 대상에 포함된다고 하니, 코로나19 백신 접종도 함께 고려하시는 것이 좋겠습니다."
15,사후피임약 복용 후 생리 끝나는 날에 관계 하고 24일 뒤에 또 생리 했는데 생리가 맞을까요?,"사후피임약 복용 후 생리가 끝나는 날에 관계를 가지고 24일 뒤에 다시 생리가 시작되었다면, 이는 일반적인 생리 주기의 일부일 가능성이 높습니다. 사후피임약은 체내 호르몬 농도를 인위적으로 갑자기 폭발적으로 증가시켜 착상을 방해하는 원리로, 이로 인해 생리주기에 일시적인 변동이 생길 수 있지만, 대부분의 경우 생리는 정상적으로 돌아옵니다.

그러나 사후피임약 복용 후 생리주기가 바뀌거나 생리양이 달라질 수 있으므로, 이번 생리가 평소와 다르게 느껴진다면, 이는 정상적인 변화일 수도 있고, 다른 건강 문제의 신호일 수도 있습니다. 만약 생리양에 큰 변화가 있거나, 다른 증상이 동반되는 경우에는 의사와 상담하는 것이 좋습니다. 또한, 해당 출혈이 생리가 아닌 부정출혈의 가능성을 생각하여 정확한 확인을 위해 의심되는 관계일로 부터 14일 후에 임신테스트기 시행하시는 것을 추천 드릴게요."
16,"원래 생리를 하면 갈색피가 나오는 것 까지 합쳐서 6-7일정도였는데 얼마전부터 생리를 하면 5일차쯤 부터 빨간피는 안나오고 갈색피가 나오다가 9일은 되야 갈색피가 아예 안 나와요
저번달에 자궁경부암검사 질초음파 초음파도 다 했는데 정상이라하셨어요 괜찮은거겠죠??","생리 기간이 단축되거나 생리혈의 색깔이 변하는 것은 몸의 컨디션에 영향을 많이 받기 때문에 자주 생길 수 있어요. 갈색 피는 생리가 끝날 때 쯤, 또는 잔혈이 배출되면서 나타날 수도 있으며 스트레스, 과로, 수면부족 등으로도 갈색혈이 나타날 수 있다고 해요. 이는 반드시 자궁 건강 문제를 의미하는 것은 아닙니다.

자궁경부암 검사와 질 초음파 등을 통해 정상이라는 진단을 받으셨다면, 큰 건강 문제는 없다고 볼 수 있습니다. 그러나 생리 패턴에 변화가 생기고 이로 인해 걱정이 되신다면, 가까운 산부인과에 내원하여 검사 미치 진료를 받아보시면 좋을 것으로 보여요. 생리 패턴의 변화가 스트레스, 과로, 수면 부족, 체중 변화, 약물 복용, 호르몬 이상 등 다양한 요인에 의해 발생할 수 있기 때문에 전문의와 상담을 통해 개인적인 상황에 맞는 조언을 받으시는 것이 좋습니다."
17,배고플 때 흉통,"배고플 때 흉통이 발생하는 경우는 여러 가지 원인이 있을 수 있어요. 예를 들어, 위산과 관련된 문제로 인해 발생할 수 있으며, 스트레스나 긴장으로 인한 근육 긴장으로 인해 가슴 통증이 느껴질 수도 있어요. 또한, 배고픔이 심할 때 저혈당 상태가 되어 가슴 통증을 유발할 수도 있어요.

하지만 흉통은 심장 질환과 같은 심각한 문제의 신호일 수도 있으니, 흉통이 반복적으로 발생하거나 심할 경우에는 반드시 의사의 진료를 받아 정확한 원인을 파악하고 적절한 치료를 받는 것이 중요해요. 특히 흉통이 심하거나 호흡곤란, 구토, 어지럼증 등 다른 증상과 함께 나타난다면 즉시 의료 기관을 방문해야 합니다. 가까운 소화기내과로 방문하여 증상 받아보시되, 심장이나 폐 질환 등도 의심해야 할 수 있으니 이상 소견이 없다면 순환기내과, 심장내과 등의 진료가 가능한 규모의 의료기관에서도 진료 받아보시면 좋겠어요."
18,2일 연속으로 30분 넘게 흉통,"흉통은 심장이나 폐 질환 등을 비롯하여 과민대장증후군, 위궤양, 역류성 식도염 등 소화기계 질환으로도 나타날 수 있고 목디스크, 대상포진 등 근육, 뼈, 피부, 신경 등의 이상으로도 발생할 수 있어요. 특히 2일 연속으로 30분 이상 지속되는 흉통의 경우에는 심각한 상태일 수 있으므로, 즉시 의료 기관을 방문하여 정확한 진단을 받는 것이 중요합니다.

심장 질환의 가능성을 배제하기 위해 기본 혈액검사, 심전도, 가슴 엑스레이, 심혈관 컴퓨터 단층 촬영, 심근 SPECT, 심장 초음파, 24시간 심전도 검사, 심혈관조영술 등이 필요할 수 있고 위장관계로부터 기인하는 흉통은 내시경 검사 등이 필요할 수 있어요.

흉통이 나타나는 원인은 다양하므로 흉통의 성격(예: 압박감, 찌르는 느낌, 지속 시간 등), 동반 증상(예: 호흡곤란, 발한, 구토 등), 발생 시간 및 활동과의 관련성 등을 의사에게 자세히 설명해야 합니다.

만약 흉통이 심하거나 호흡곤란, 왼쪽 어깨나 팔 쪽으로 통증이 퍼지는 방사통이 동반될 수 있어요. 이런 경우에는 심근경색의 가능성도 있으므로 119에 신고하여 응급처치를 받아야 합니다. 

정확한 진단과 적절한 치료를 위해 가능한 빨리 병원을 방문하시길 권장합니다."
19,임산부 인데 기침 가래약으로 코푸시럽먹어도 되나요?  된다면 코푸시럽을 먹어야하나요? 코푸시럽에스랑 먹어야하나요?,"임신 중에는 약물 복용에 특별히 주의해야 합니다. 말씀하신 코푸시럽이나 코푸시럽에스와 같은 기침 가래약의 경우, 의약정보센터 KIMS에 의하면 임부 또는 임신하고 있을 가능성이 있는 여성에게는 신중하게 투여하라는 내용이 명시되어 있어요. 따라서 이 약물들을 복용하기 전에는 반드시 처방한 의사 또는 앱 내 의사의 진료를 통해 충분한 상담을 받아보실 것을 권장드려요.

일반적으로 임산부에게는 약물 복용을 최소화하고, 필요한 경우에만 안전하게 사용되는 약물을 선택하여 사용하는 것이 좋습니다. 특히 임신 초기에는 태아의 장기가 형성되는 중요한 시기이므로 더욱 주의가 필요합니다. 

약물 복용에 대한 결정은 임신 주수, 건강 상태, 약물의 성분 및 임신에 미치는 영향 등을 고려하여 의료 전문가와 상의한 후에 이루어져야 합니다. 그래서 코푸시럽이나 코푸시럽에스를 복용하기 전에는 반드시 의사의 처방을 받거나 약사와 상담하여 안전한지 확인하고, 필요한 경우 대체할 수 있는 다른 치료 방법을 모색해야 합니다."
20,나이가 78이면 임신 하나요?,"78세의 경우, 여성의 생식 능력은 이미 폐경을 거쳐 임신이 불가능한 상태입니다. 폐경은 일반적으로 45세에서 55세 사이에 발생하며, 이후에는 난소에서 난자가 배출되지 않아 자연스러운 임신이 일어날 수 없습니다. 폐경 확진 또는 생리 없고 1년이 지나면 거의 가능성 없습니다. 따라서 78세 여성이 임신하는 것은 자연적인 상황에서는 일어나지 않습니다."
