,질문,소견
10,ADHD를 앓고있는데 해외에 살고있습니다. 닥터나우에서 원격진료후 약은 가족이 대리수령 할수 있을까요?,"해외에 거주하고 계신 ADHD 환자분이시군요. 닥터나우와 같은 원격진료 서비스를 이용하신 후에 처방받은 약을 가족이 대리수령하는 것은 가능합니다. 다만, 이 과정에서 몇 가지 주의해야 할 점이 있습니다.

1. 처방전 발급: 원격진료를 통해 의사가 처방전을 발급하면, 이 처방전을 약국에 제출해야 합니다. 대리수령을 위해서는 처방전을 가족에게 전달해야 할 수도 있습니다.

2. 대리수령 절차: 대리수령을 위해서는 본인의 신분증 사본과 대리인의 신분증, 그리고 대리수령을 위한 위임장이 필요할 수 있습니다. 이는 약국마다 다를 수 있으니, 처방받은 약국에 미리 문의하시는 것이 좋습니다.

3. 해외 배송: 만약 가족이 대리수령한 약을 해외로 배송해야 한다면, 해당 국가의 약품 반입 규정을 확인해야 합니다. 일부 국가에서는 처방약의 개인 수입이 엄격히 제한되어 있을 수 있으니, 관세청이나 해당 국가의 대사관에 문의하여 정확한 정보를 얻으시는 것이 중요합니다.

4. 보관 및 배송: 약품은 올바른 온도와 조건에서 보관 및 배송되어야 합니다. 특히 ADHD 치료제 중 일부는 온도에 민감할 수 있으니, 이 점을 고려하여 안전하게 배송될 수 있도록 조치해야 합니다.

다만, ADHD의 경우 처방받으시려는 약이 마약류 혹은 향정신성의약품으로 분류되어 있다면, 닥터나우 앱 내에서 비대면 진료 후 처방이 어려울 수 있습니다. 이 경우에는 원래 처방 받던 병원에서 대면 진료를 보시는 것이 필요할 것 같아요.

원격진료 서비스를 이용하시기 전에 해당 서비스의 정책과 절차를 확인하시고, 필요한 경우 서비스 제공자나 약국에 직접 문의하여 상세한 안내를 받으시는 것이 좋습니다."
11,여자가 성병걸리면 남자도 걸리나요?,"성병은 성적 접촉을 통해 전파되는 감염병이에요. 그래서 여성이 성병에 걸렸다면, 그 여성과 성적 접촉을 한 남성도 성병에 걸릴 위험이 있습니다. 성병은 성별에 관계없이 전염될 수 있으며, 무증상 보균자로서도 전파될 수 있어요. 따라서 성병이 의심되는 경우에는 반드시 의료기관을 방문하여 검사와 치료를 받아야 합니다. 성병 예방을 위해서는 안전한 성관계를 유지하고, 정기적인 성병 검사를 받는 것이 중요합니다. 또한, 성병의 종류에 따라서 상대방도 같이 치료를 해야하는 경우가 있으니, 성병 진단을 받으시면 해당 감염경로의 여러 가능성을 고려해보아야 해요."
12,"대장에 가스가차면 위장으로 가스가 이동해서
트림으로 나오나요? 
대장에있는 가스를 어떻게 빼야되나요","대장에 있는 가스가 위장으로 역류하여 트림으로 나오는 경우는 드뭅니다. 트림은 주로 위나 식도에 있는 공기가 입을 통해 배출되는 것으로, 주로 삼킨 공기나 음식을 소화하는 과정에서 발생하는 가스가 원인입니다.

대장에 가스가 차 있는 경우, 다음과 같은 방법으로 가스를 줄일 수 있습니다:

1. 식습관 개선: 평소 소화가 잘되는 음식을 섭취하고, 유제품, 밀가루, 자극적 음식, 탄산, 설탕, 설탕 대체제 등 장에서 가스를 많이 만들수 있는 음식을 피해주세요.
2. 운동: 가벼운 조깅과 스트레칭 등 신체를 활성화 해주시면 가스 배출에 도움이 될 수 있습니다.
3. 스트레스 관리: 스트레스나, 극도로 긴장을 하게 되는 경우 위장관 기능이 떨어져 소화불량이 생길 수 있고, 이로 인해 소화가 잘 안되 장에서 가스를 만들어 내게 되고 이로 인해 배에서 소리가 나거나 트림, 방귀등이 평소보다 많이 발생할 수 있어요.
4. 약물 치료: 장내 가스가 많이 생성되는 경우에는 장내가스제거제 등의 츄정 약제 복용 또한 도움이 되실 수 있어요.

만약 가스로 인한 불편함이 지속되거나 심해진다면 의사와 상담하여 원인을 파악하고 적절한 치료를 받는 것이 중요합니다. 가스가 과도하게 차는 것은 소화기 질환의 증상일 수도 있으므로 가까운 내과를 꼭 가보시길 바래요."
13,4일전부터허리가너무아픔니다.의자에서일어날때가제일심합니다.,"허리 통증이 4일 동안 지속되고, 특히 일어날 때 심해진다면 여러 가지 원인이 있을 수 있습니다. 근막통증후군, 허리디스크 등 다양한 원인에 의해 나타나는 통증일 수 있어요. 장시간 같은 자세로 앉아 있거나, 무거운 물건을 들었을 때 발생할 수도 있습니다.

허리 통증을 완화하기 위한 일반적인 조치로는 다음과 같은 것들이 있습니다:

1. 휴식: 과도한 활동을 피하고 허리에 부담을 주지 않는 범위 내에서 적절한 휴식을 취합니다.
2. 온열 요법: 온찜질이나 온수욕을 통해 근육을 이완시키고 혈류를 증가시켜 통증을 완화할 수 있습니다.
3. 스트레칭: 부드러운 스트레칭으로 근육을 이완시키고 긴장을 풀어줍니다.
4. 진통제: 비스테로이드성 소염진통제(NSAIDs)와 같은 일반적인 진통제를 복용하여 통증과 염증을 줄일 수 있습니다.

그러나 통증이 지속되거나 심해지는 경우, 또는 다음과 같은 증상이 동반되는 경우에는 반드시 의사의 진료를 받아야 합니다:

- 다리에 힘이 빠지거나 저림, 마비감이 느껴지는 경우
- 배변이나 배뇨에 문제가 생기는 경우
- 발열, 체중 감소, 전반적인 건강 상태의 악화가 동반되는 경우

이러한 증상이 없더라도 통증이 1주일 이상 지속되거나 일상생활에 지장을 주는 경우에도 전문가의 진단을 받는 것이 중요합니다. 통증 조절을 위해 소염진통제 등을 복용하거나 정확한 원인 감별을 위해 검사가 필요할 수 있으므로 가까운 통증의학과, 신경외과 등에 내원하여 진료를 받으시길 권유드려요."
14,"오른쪽 이틀전부터 오른쪽 이마의 관자놀이 지점부터 시작해서 부어오르더니 차츰차츰 주위로 퍼져서 눈두덩이까지 부었어요..
특별한 원인이 없는거 같은데, 내과, 피부과 중 어디로 갈까요..? 병원가면 괜찮을까요?","이마와 눈두덩이 부위의 부종은 다양한 원인에 의해 발생할 수 있어요. 예를 들어, 알레르기 반응, 감염, 부상, 또는 다른 염증성 질환 등이 원인일 수 있어요. 내과에서는 전반적인 건강 상태를 평가하고, 혈액 검사 등을 통해 내부적인 원인을 찾을 수 있어요. 반면, 피부과에서는 피부 상태를 직접적으로 평가하고, 피부 감염이나 염증과 관련된 진단과 치료를 제공할 수 있어요.

증상이 이마와 눈 주위에 국한되어 있고, 피부의 변화가 동반된다면 피부과를 먼저 방문하는 것이 좋을 수 있어요. 하지만 전반적인 건강 상태에 영향을 미치는 증상이나 다른 증상들이 동반된다면 내과를 방문하는 것이 적절할 수 있어요.

만약 증상이 심하거나, 시력에 영향을 미치거나, 빠른 시간 내에 악화되는 경우에는 즉시 병원을 방문하여 진료를 받는 것이 중요해요. 병원에서는 적절한 진단과 치료를 통해 증상을 완화시키고 원인을 찾아 치료할 수 있어요.

따라서, 피부의 변화가 주된 증상이라면 피부과를, 전반적인 건강 상태에 대한 평가가 필요하다면 내과를 방문하는 것을 추천드려요. 그리고 가능한 빠른 시간 내에 병원을 방문하여 정확한 진단을 받으시길 권장드려요."
15,"앉거나 누워있다가 일어날때 트림이 나올때가
잦은데 무슨증상인가요?
평소에도 트림이 잦긴해요
물먹고 20초뒤 트림이 나올때도 있는데
냄새가 나요","일어날 때 트림이 잦은 증상은 여러 가지 원인에 의해 발생할 수 있습니다. 트림은 위에서 생성된 가스가 식도를 통해 입으로 배출되는 것으로, 일반적으로는 소화 과정에서 자연스럽게 발생합니다. 그러나 트림이 자주 발생하고, 물을 마신 후에도 발생하며 냄새가 난다면 다음과 같은 원인을 고려해볼 수 있습니다.

1. 과식이나 빠르게 음식을 섭취하는 습관: 과식이나 빠른 식사는 공기를 많이 삼키게 하여 트림을 유발할 수 있습니다.
2. 탄산음료 섭취: 탄산음료에 포함된 이산화탄소 가스가 트림을 유발할 수 있습니다.
3. 소화불량: 음식이 제대로 소화되지 않아 위에 가스가 쌓이는 경우 트림이 잦아질 수 있습니다.
4. 위식도역류질환(GERD): 위산이 식도로 역류하여 트림과 함께 가슴 쓰림이나 산성 냄새를 유발할 수 있습니다.
5. 헬리코박터 파일로리 감염: 위 점막에 감염을 일으키는 박테리아로 인해 소화불량과 트림이 발생할 수 있습니다.
6. 기타 소화기 질환: 췌장염, 담낭질환, 위장관 운동 이상 등 다른 소화기 질환도 트림을 유발할 수 있습니다.

트림이 지속적으로 발생하고 불편함을 느끼신다면, 정확한 진단을 위해 소화기내과 진료를 받아 보시는 것이 좋겠어요. 의사는 병력 청취, 신체 검사, 필요에 따라 내시경 검사나 호흡검사 등을 통해 정확한 원인을 파악하고 적절한 치료를 제공할 수 있습니다."
16,여자애가 옆구리 세게 눌렀는데 아픈네요,"옆구리가 세게 눌려서 아프다면, 먼저 휴식을 취하면서 해당 부위를 관찰하는 것이 중요합니다. 가벼운 타박상의 경우, 통증은 보통 몇 시간에서 며칠 내에 호전될 수 있습니다. 다음과 같은 조치를 취해보세요:

1. 통증이 있는 부위에 얼음찜질을 해주면 붓기와 통증을 줄일 수 있습니다. 얼음팩이나 얼음을 수건에 싸서 15-20분간 옆구리에 대고, 하루에 여러 번 반복하세요. 직접적으로 얼음을 피부에 대지 마세요.

2. 통증이 심해 물리치료를 받기 힘들 정도라면 근육이완제, 진통소염제 등을 의사의 처방 하에 복용해볼 수 있습니다. 단, 약물에 대한 알레르기나 기존의 건강 문제가 있는 경우 의사와 상의하세요.

3. 가능하다면, 통증이 있는 부위를 과도하게 사용하지 않도록 주의하고, 충분한 휴식을 취하세요.

4. 통증이 지속되거나 호전되지 않거나, 호흡할 때 통증이 심해지거나, 내부 장기 손상이 의심되는 증상(예: 혈뇨, 구토, 발열 등)이 나타나면 즉시 의료 기관을 방문하여 정확한 진단과 치료를 받으세요.

특별한 외상 없이 통증이 지속되는 경우라면 가까운 내과에서 검사를 받아보시는 것을 권유드려요. 통증이 심하거나 다른 우려되는 증상이 동반된다면, 자가 치료를 지속하기보다는 의료 전문가의 도움을 받는 것이 안전합니다."
17,"1월28-2월6일 끝으로 생리는 안하고 3/1일날 남자친구와 노콘,질내사정을 했습니다. 혹시 임신가능성이 있을까요? 임테기는 한줄인데 속도 메스껍고 아랫배가 콕콕 찌르면서 너무 땡기는 느낌이고 열도 37도에서 37.5도 사이에서 안떨어져요..","마지막 생리가 1월 28일에서 2월 6일 사이에 끝났고, 3월 1일에 노콘으로 질내사정이 있었다면, 특히 그 시기가 배란일에 가까웠다면 임신 가능성이 있을 수 있습니다. 

임신테스트기는 성관계 14일 후(생리예정일 1-2일 후)에 사용하는 것이 가장 정확한 결과를 얻을 수 있습니다. 현재 한 줄이 나왔다면 임신이 아닐 가능성이 높지만, 생리가 지연되고 있고, 속 메스껍고, 아랫배 통증, 체온 상승 등의 증상이 있다면 몇 가지 가능성을 고려해야 합니다.

1. 임신 초기 증상일 수 있습니다. 임신 초기에는 호르몬 변화로 인해 이와 같은 증상이 나타날 수 있습니다.
2. 생리 주기의 변동이나 스트레스, 피로 등 다른 요인으로 인한 증상일 수 있습니다.
3. 다른 건강 문제가 있을 수도 있으므로, 증상이 지속되거나 걱정된다면 의사의 진료를 받는 것이 좋습니다.

임신 가능성을 완전히 배제하거나 확인하기 위해서는 생리 예정일 이후에 다시 임신테스트기를 사용해보거나, 의사의 진료를 받아보는 것이 좋습니다. 만약 임신을 원하지 않는다면, 사후피임약을 고려할 수 있으나, 이는 처방전이 필요하므로 가까운 산부인과나 병원을 방문해 상담을 받으시기 바랍니다. 사후피임약은 성관계 후 가능한 빨리 복용해야 효과가 있으며, 일반적으로 성관계 후 72시간 이내에 복용하는 것이 권장됩니다."
18,원래 경구피임약을 먹는데 장염에 걸린건지 오늘 설사만 5번? 6번 정도 했어요 경구피임약 먹고 3~4시간 안으로 약이 흡수 된다고 들었는데 3~4시간동안 설사는 3번정도 한 것 같아요..이런 경우 설사로 인해 피임효과가 감소할까요? 또 장염약과 피임약을 동시에 먹어도 될까요?,"경구피임약 복용 후 심한 설사가 발생하면 약물의 흡수가 제대로 이루어지지 않아 피임 효과가 감소할 수 있어요. 특히 약을 복용한 후 3~4시간 이내에 설사를 여러 번 한 경우에는 피임약의 효과가 떨어질 가능성이 있습니다. 이런 상황에서는 추가적인 피임 방법을 사용하는 것을 고려해보세요.

장염약과 피임약을 동시에 복용하는 것은 일반적으로 가능하지만, 특정 장염약이 피임약의 효과에 영향을 줄 수 있으므로, 장염약을 처방받을 때 의사에게 경구피임약을 복용 중임을 알리고 상담을 받는 것이 중요해요. 의사는 약물 상호작용을 고려하여 적절한 조치를 안내해 줄 것입니다."
19,먹는 미녹시딜 처방 받으려고 합니다.,"네, 미녹시딜정은 전문의약품으로 의사에게 진료를 받고 처방 받으셔야 해요. 미녹시딜은 고혈압 치료에 사용하는 약물로, 다모증 부작용이 있다해요.탈모치료로 정식 허가가나지 않은 의약품으로 의사와 상담 후 처방이 되지 않을 수 있어요. 의사는 환자의 건강 상태, 탈모의 원인, 기타 복용 중인 약물 등을 고려하여 미녹시딜이 적합한지, 복용량은 얼마가 적당한지 등을 결정할 수 있습니다. 또한 미녹시딜은 부작용이 있을 수 있으므로 의사의 지시에 따라 안전하게 사용하는 것이 중요합니다."
20,건망증이 조금 있으시고 하시긴 하였는데 오늘 갑자기 어제의 기억이 하나도 나지 않으신다고 하십니다 무슨 일인 걸까요,"갑작스럽게 기억상실이 발생하는 경우는 심각한 의학적 문제를 나타낼 수 있으므로 즉시 의료진과 상담하는 것이 필요합니다. 특히 어제의 기억이 전혀 나지 않는다면 급성 기억상실, 즉 일시적인 기억상실 장애인 '트랜스언트 글로벌 아메네시아'(Transient Global Amnesia, TGA)일 가능성이 있습니다. 이외에도 뇌졸중, 간질, 뇌염, 약물 부작용, 심한 스트레스 또는 정신적 충격 등 다양한 원인이 있을 수 있습니다.

즉시 병원을 방문하여 신경과 또는 정신건강의학과 전문의의 진료를 받으시길 권장합니다. 의사는 환자의 증상과 병력을 청취한 후 필요한 신체 검사 및 영상 진단(예: MRI, CT 스캔)을 통해 정확한 원인을 파악하고 적절한 치료를 제공할 것입니다."
